 countyName, cityName, HotelCode, HotelName, HotelRating
Spain,Antigua,5907112,Villa Susi,3
Spain,Monfero,5534629,Rodeo Da Casa,5
China,Changzhou,1248129,Hanting Hotel He Hai University,1
Spain,Cordoba,5456819,Eduardo Lucena 5 Flamenco,5
Italy,Crodo,1785278,B&B da Giorgia,5
Kenya,Mombasa,1627280,Kitu Kidogo Cottages,5
Spain,Barcelona,1037497,City Center Studio,3
Thailand,Tha Sao,1693103,Plaifon & Tonnaw House,2
Ecuador,Machachi,1555495,Hacienda El Porvenir,4
Austria,Feichten,1267190,Karlspitze Natur Pur Appartementhaus,5
South Africa,White River,1012832,Jatinga Country Lodge,5
Germany,Hömberg,5753975,Ferienwohnung 3,5
Australia,Melbourne    Victoria,1213325,Econo Lodge City Square,3
Chile,Villarrica,5617825,Casa Condominio Parque Pinares,5
Austria,Vienna,5602665,Viennes Comfortable Apartment,5
Italy,Lucca,1303177,Hotel Eros,2
Brazil,Brasilia,1722913,Royal Hotel,2
United Kingdom,Cornwall,5690634,Lansant An Vre 204110,5
Mauritius,Riviere du Rempart,1908146,Dookee House,5
Spain,Cadiz,5744173,Chalet Sancti Petri,5
Italy,Montelupo Fiorentino,1697414,Agriturismo Il Cavallone,3
Portugal,Nazaré,1807942,Villamar Style Maison,4
United States,Cincinnati    Ohio,1484707,AC Hotel Cincinnati At Liberty Center,3
Morocco,Casablanca,1224918,Farah Casablanca,5
Italy,Fara in Sabina,1919645,I 4 Monaci,5
Spain,Las Indias,1846842,Casa Rural La Caldera,5
Greece,Ageliana,1828234,Lameriana Luxury Village,3
United States,Daytona Beach    Florida,1031812,Sand Castle Motel,2
South Africa,Haenertsburg,5385205,Viewpoint Guesthouse,5
United States,Maui    Hawaii,5492540,Kamaole Sands #7 408 Condo,3
France,La Baule,1805642,Villa Castel,5
France,Nans Les Pins,1611934,La Grande Maison De Nans,5
Germany,Jarmen,1530330,Waldperle,3
United States,Oakridge    Tennessee,1324744,Best Western Oakridge Inn,2
France,Draguignan,1009759,La Vieil Amandier,2
United Kingdom,Weymouth,1650744,Driftwood B&B,5
Spain,La Puebla de Roda,1590661,Bungalowpark IsÁbena,2
Austria,Heidenreichstein,1523395,Pension & Reitstall Inghofer,3
Croatia,Kali,5480654,Apartments Bacvar 32,5
United States,Maui    Hawaii,5228868,Aina Nalu I104 by RedAwning,3
United Kingdom,Romsey,1643844,The Abbey Hotel,5
Dominican Republic,Punta Cana,1161410,Los Corales Beach Village,3
Malaysia,Kuala Lumpur,1421569,Hotel Golden View Puchong,2
Japan,Akita,1792313,Akita Onsen Plaza,3
United States,Yuma    Arizona,1201892,Econo Lodge Inn & Suites (Ex. Yuma Cabana Motel),2
Germany,Zingst,5661535,Hoffmann Uwe #21690,5
Malta,Valletta,1782337,Princess Elena,5
France,Pertuis,5319443,De Bois en bois,5
United Kingdom,Matlock,5230145,Post Office Cottage Matlock,4
Germany,Grassau,1203149,Schwaigerhof,5
Austria,Innsbruck,1293564,Pension Lehnerhof,3
France,Cannes,5186224,L'aviateur,5
Brazil,Jericoacoara,1646125,Villa Majica La Villa Group,3
Spain,Gran Canaria,5913490,Barco Pumpeti,5
South Korea,Namhae,1669766,Namhae Seamaru Pension,2
United Kingdom,Devon,5261306,Woodpecker Beaworthy,3
China,Jinhua,1854547,Shumei Hotel,3
France,Nizza (Nice),1661323,Dalis Guest House,5
Belgium,Bruges,1635802,B&B Domo Togan,3
New Zealand,Hamilton    Illinois,1503583,Clifton B and B,3
Croatia,Melnica,5616245,Vacation Home Marija,5
Philippines,Dumaguete,1891122,Florentina Homes,2
Australia,Peregian Beach    Queensland,6146319,Blue Haven - 7 Egret Street,3
France,Nice,5133324,Villa Marceau,5
Spain,Vielha,5608216,Apartamentos Gessa,5
India,Somnath    Gujarat,1499717,OYO Rooms Railway Station Somnath 1,3
France,Carsac-Aillac,1843438,Domaine Lacoste,4
Switzerland,Crans Montana,1536718,Apartment Yuca B.2,2
United States,Alexandria    Virginia,1237726,Budget Host Travelers Motel,1
Spain,Almunecar,1132349,Hotel Bahía de Almuñécar,4
South Africa,Johannesburg,5988881,Houghton Skye Guest House,5
India,Puducherry,1707522,OYO 9833 Home 3BHK Reddiyarpalayam,3
Italy,Cefalu,5722046,Cefalù old town apartments,5
Spain,Almarza,1563276,El Morendal,4
Germany,Dranske,5283517,Haus Am Anker,5
Russia,Sochi,1062026,Guest House AKS,3
France,Sainte-Mère-Eglise,5531376,Camping Sainte Mère Eglise,2
Brazil,João Pessoa,1540951,Pé Na Areia Apartments,2
Australia,Merimbula    New South Wales,1651695,Sapphire Cottage,5
Myanmar,Myanmar,1555014,Pathein Hotel,2
Thailand,Phi Phi Island / Ko Pee Pee,1466462,Tapear Resort,2
United States,South Padre Island    Texas,5399109,Sapphire Condominiums,5
Canada,British Columbia,1158456,Spruce Hill Resort & Spa,3
Italy,Valtopina,5263119,Le Rancole,5
Guatemala,Guatemala City,1296762,Hotel Ciudad Vieja,3
Spain,Navas del Madroño,1351312,Hotel Rural Historico El Vaqueril,2
Nepal,Kathmandu,1648504,Hotel Red Rock,3
Brazil,Ararangua,5705883,Essencia Do Valle Pousada & Spa,5
France,Cannes,5457581,Studio Fontaine,5
South Africa,Cape Town,1379421,Villa Hout Bay Heights,3
Germany,Berchtesgaden,5545610,Alpenland Schneck,5
Malaysia,Kuching,1911016,Airport Guest House,1
Australia,Daylesford    Victoria,5872857,A'tu Ducks,5
Seychelles,Beau Vallon Bay,1214640,Valmer Resort,3
Italy,San Michele al Tagliamento,6059944,Luna,5
South Africa,Saint Helena Bay,5378267,Beach Haven Cottage,5
Thailand,Songkhla,1410298,Grand Plaza Hotel Hat Yai,3
Spain,Cantabria,5168507,Apartamentos La Terraza,5
United States,Hoffman Estates    Illinois,1286904,Red Roof Inn Chicago Schaumburg Hoffman Estates,2
Canada,British Columbia,1290869,Best Western Cranbrook Hotel,2
Japan,Chiba,1236441,Hotel Welco Narita,3
Germany,Sassnitz,5563176,Villa Panter,5
Spain,Artenara,1657667,Casa Cueva El Pastor,5
Greece,Igoumenitsa,1621224,Villa Victoria Boutique Apartments,5
Austria,Vienna,1529224,Gabrieles Apartment,3
Spain,Peniscola,5803047,Casa Eskes 128S,3
Australia,Melbourne    Victoria,1274648,St. Kilda Junction Accommodation,4
Spain,Pontevedra,1855630,Pensión San Anton,3
Portugal,Lagos,5407038,Apartment Cristaluz,5
Malaysia,Johor Bahru,1452210,Lovely Homestay,3
Germany,Rostock,5877983,Haus Silko,5
Germany,Bremen,5283763,Loft 76,5
United Kingdom,Fakenham,1804759,The Barsham Arms,3
Hungary,Kehidakustány,5746261,Bundi Vendeghaz,5
Austria,Innsbruck,1188173,Maximilian,4
United Arab Emirates,Ras al Khaimah,1151456,Hilton Al Hamra Beach & Golf Resort,5
Thailand,Chiang Mai,1276748,Eurana Boutique Hotel,3
United States,Washington    District of Columbia,1196149,Mt Vernon Square Bed and Breakfast,3
United Kingdom,Bakewell,1689728,Bulls Head,3
China,Tangshan,1763311,GreenTree Inn HeiBei Tangshan Nanhujindi Business Hotel,3
Australia,Brisbane    Queensland,6094600,Airtrip Apartment on Edmonstone St,3
France,Duingt,5242755,Duplex Au Bord Du Lac,5
United States,Davenport    Florida,1246605,Bella Piazza Condos,5
Russia,Rostov on Don,1225077,Zvezda Hotel,3
United Kingdom,Tenby,1585033,St Lawrence Country Guest House,4
Spain,Pollensa,1505935,Toni Mosca,5
Italy,Domaso,5537324,Il Bosso 203,5
United States,Everglades City    Florida,1208311,Captain's Table Lodge and Villas,3
Albania,Albanien,5478522,Villa Curti,4
United States,Blythewood    South Carolina,1328681,Comfort Inn Blythewood,3
United States,Mobile    Alabama,1193530,Comfort Inn & Suites,2
Spain,Benalmadena Costa,6106845,"Studio in Benalmádena, With Wonderful sea View, Pool Access, Furnished Balcony",3
China,Qinhuangdao,1723318,Hi Inn Qinghuangdao Hualian,5
Portugal,Calheta,5205953,Villa Quinta Sexta & Sabado,3
France,Challans,1337003,Hotel Du Commerce,2
Bulgaria,Primorsko,5254396,Apartment Stoyanovi,5
Russia,Samara,1061989,Laska Hotel,3
India,Goa    GOA,1689009,Aura Luxury Retreat,4
United Kingdom,Eyam,5416475,Hawthorn Cottage Hope Valley,5
Panama,Panama,1084947,Hilton Garden Inn Panama,3
Chile,Osorno,5860033,Peken Patagonia,5
Germany,Fehmarn,1159249,IFA Fehmarn Hotel & Ferien Centrum,5
Ecuador,Manglaralto,1429775,Samai Ocean View Lodge,3
South Africa,Randburg,1331705,Die Agterplaas B&B,3
United Kingdom,Hastings,6113205,Seaview,4
Austria,Mondsee,1296111,Iris Porsche Hotel & Restaurant,5
United States,Asheville    North Carolina,5236422,Wild Turkey's Roost Cabin,5
United States,Ogunquit    North Carolina,5626464,Cottage 206,5
United Kingdom,Chester-le-Street,5494335,8 Eureka Mews,3
Italy,Vason,1265955,Alpine Mugon Hotel,4
Russia,Kurumoch,1421782,Russkaya Okhota Hotel Komplex,4
Thailand,Sangkhaburi,6066036,Pomphet House,5
Italy,Modena,1593765,La Corte Dei Sogni,5
Italy,Riva del Garda,1405006,Albergo Ristorante Rolly,1
China,Xinchang,1258622,Hanting Hotel Xiaoxigou,2
United States,Maui    Hawaii,5514155,Royal Mauian 204 2 Br Condo,3
France,Saint Maxime,5449870,Appartements La Mangouste,4
Spain,Cantabria,5961620,Noja Playamar,5
Spain,Alicante,5532372,Apartamento CasaTuris Teatro Principal,3
United States,Los Angeles    California,1262990,Stay,3
France,Flaine,5678676,Apartment Castor,5
United Kingdom,Eyemouth,5315667,Near Bank Cottage Eyemouth,4
Indonesia,Labuan Bajo,1687990,Dorme Tree,1
Jordan,Amman,1241471,Region Hotel,3
Spain,Cap d'Artrutx,1195353,Villa Olivia,3
Italy,Truden im Naturpark,1871198,Hotel Schonwies,5
India,Pune    Maharashtra,1493193,OYO Rooms Balgandharva JM Road,3
Denmark,Abenra,1295584,Christies Sdr. Hostrup Kro,3
United States,Fort Myers Beach    Florida,1583916,Edison Beach House,2
Cyprus,Protaras,5229351,Sunrise Apartment,5
Czech Republic,Frýdlant nad Ostravicí,5610544,Apartmán u Toma,5
Italy,Sassari,1140059,Hotel San Teodoro,4
Argentina,Rosario,1197344,Jujuy In Suite,3
Brazil,Goiânia,6161514,Flat Sun Square Residence,3
Ireland(Republic of),Kerry,5143669,Lough Currane Holiday Homes,5
Ecuador,Crucita,5679628,Wasimita,5
Italy,Catanzaro,1596484,Agriturismo Masseria I Risi,5
United States,Morgantown    West Virginia,1333144,Econo Lodge,2
Sweden,Övertornea,5745697,Dessans Café & Logi,5
Italy,Brescia,1220705,Hotel Donna Silvia,4
Italy,Staffolo,1172053,La Ciminiera 1846 Country House,1
Russian Federation,Grozny,1755222,Hotel Continent,3
Croatia,Selca,5570749,Apartments Pirka,5
Germany,Offenburg,5819016,Ferienwohnung Casa Bianca #95425,5
Spain,El Castell de Guadalest,1751872,Rincón De Pepe,1
United States,Bennington    Vermont,1228782,The Inn at Ormsby Hill,5
Thailand,Chonburi,1843076,Fairys House Pool Villa,3
Germany,Wyk Auf Foehr,1171007,Goting Hus,5
China,Xichang,1041933,Super 8 Hotel Xichang Hang Tian,3
Spain,Estepona,1363411,Piedra Paloma,2
Australia,Narooma    New South Wales,5848064,Bush Retreat With Private Pool,5
Belgium,Bruges,1787980,B&B Fotoon,5
Spain,Montroig del Camp,5631117,Palm Beach 12,5
Philippines,Manila,5001328,RedDoorz Premium @ Dalig 2 Antipolo City,4
Russian Federation,Korolev,1580370,Malinki,3
Germany,Herford,1284109,Hotel Pfennigskrug,3
Mexico,Tepic,1298137,Fray Junipero Serra,3
France,Montreuil,1567397,Le Kleber,2
Kuwait,Al Jahra,1324492,Al Jahra Copthorne Hotel & Resort,4
Germany,Cologne,1280273,Hotel Arkade,3
India,Mumbai    Maharashtra,1083658,Hotel Cosmo,2
United Kingdom,Dolgellau,5737292,Bryn Hyfryd,5
Italy,Volpiano,1057418,Hotel Residence Fox,1
Philippines,Olongapo City,1682686,Mango Valley Hotel 3,3
United States,Kennesaw    Georgia,1243874,Days Inn By Wyndham Kennesaw,2
United States,Miami Beach    Florida,1668178,Rock Hostel,3
United States,Denver    Pennsylvania,5008042,D-haus Ladprao Residence,4
United States,Gatlinburg    Tennessee,1243456,Days Inn And Suites Downtown Gatlinburg Parkway,2
Singapore,Singapore,1028887,Hotel Mono,3
Spain,Cañamares,1841291,Hostal Canamares,5
Brazil,Barreirinhas,1570348,Pousada Igarapé,2
Thailand,Nakhon Si Thammarat,1671317,PP Mansion Na Muang Thungsong,2
United Kingdom,Bristol,5961074,The Manor Lodge Guesthouse,5
Taiwan,Taipei,1441145,86 Guest House,2
Canada,Vancouver    British Columbia,1069618,Metropolitan Hotel Vancouver,4
Italy,Como,1418326,Albergo Europa,3
China,Dazu,1469447,Luguhu Bense Inn,1
United Kingdom,Scunthorpe,1345772,Premier Inn Scunthorpe,3
Iceland,Selfoss,1837711,Mýri Stay for a Tree,3
Brazil,Aquiraz,1246091,Wellness Beach Park Resort,3
United Kingdom,Leeds,1019966,Roomzzz Leeds Headingley,4
New Zealand,Waikato,1564120,Karamu Valley Lodge,3
Spain,Benicasim,6094674,Benicassim - Villa Ca Sofía,3
South Africa,Kwazulu Natal,6076311,Berg Backpackers,5
Spain,Cala Santandria,1458452,Villa King,3
France,La Tranche-Sur-Mer,6052893,Grande Maison À 150 MÈtres De La Plage,5
Taiwan,Chiayi,1437805,Hotel Hi Chuiyang,3
Thailand,Chonburi,1488326,Baan Khao Horm Resort,2
New Zealand,Cardrona,1648700,Cardrona Cottage,3
Spain,Arrecife,1036162,Arrecife Gran Hotel & Spa,5
Andorra,Andorra La Vella,5995199,Apartamento Engolasters,5
Argentina,Iguazu,1380739,Mercure Iguazu Hotel Iru,4
Greece,Piraeus,1193656,Pontikonissi,3
Canada,Wiarton    Ontario,1658276,Shenstone Motor Inn,2
Philippines,Mandaue City,1486843,Copenhagen East Residences,2
Brazil,João Pessoa,1364709,Intercity João Pessoa,4
New Zealand,Queenstown,1460904,Lakeside Motel Queenstown,2
Argentina,Pinamar,1396759,Acquamarina Hotel,3
Peru,Cuzco,1238179,El Balcon,3
Italy,Naples,1271257,Hotel Cala Moresca,4
Mexico,Mazatlan,1269033,The Inn At Mazatlan,3
France,Paris,1025876,Quality Hotel & Suites Bercy Bibliotheque,3
Chile,Santiago de Chile,1645753,Bed & Breakfast Blumen Haus,2
Australia,Albury    New South Wales,1143777,Comfort Inn & Suites Georgian,3
South Korea,Seoul,1706388,Venus Motel,2
France,Porto Vecchio,1278446,Hôtel Restaurant Le Goéland,4
Taiwan,Toucheng,1666513,Blue Bay Villa,3
Spain,Pla de l'Ermita,5981194,Hostal Rural Sant Climent,5
United States,Rhinelander    Wisconsin,1228059,Black Bear Lodge,3
United Kingdom,London,5334797,Home in Balham,3
Greece,Kalyviani,5578339,Seaside Villa Balos,5
Portugal,Lagos,5381835,Holiday Home Beco Do Poco,4
Switzerland,Arogno,6164301,Casa Gialla,3
United States,Ukiah    California,1232471,Baechtel Creek Inn an Ascend Hotel Collection Member,3
Chile,La Serena,5852436,Departamentos Tambo,2
China,Changchun,1729272,Home Inn Changchun Hi-tech Zone Jilin Univeristy South Campus,2
Germany,Oberstaufen,5730273,Am Staufen,5
Philippines,Manila,1921247,ZEN Rooms Marvelle Studios BGC,3
India,Agra    Uttar Pradesh,1569690,Hotel Atul Palace,3
United Kingdom,Hook,1321777,Heckfield Place,4
Chile,San Fernando,1565405,Departamentos Amoblados Ocarrol,5
Belgium,Vielsalm,5216524,Lin La Bedin,5
Italy,Vibo Valentia,1129434,Nicotera Beach Village,4
United States,Atlantic City    New Jersey,1111549,Chelsea Pub And Inn,3
Thailand,Chiang Mai,1638928,The Luna Compass,3
Peru,Chachapoyas,1467801,Hotel Meflo Chachapoyas,3
Mexico,Los Cabos,1453816,Villa del Faro,5
Canada,Mahone Bay    Nova Scotia,1534943,Kitch'inn,5
United Kingdom,Morecambe,1417217,Silverwell Guest House,3
Australia,Horseshoe Bay    Queensland,1692254,Magnetic Cottage,3
Italy,Cefalu,1047679,Mediterraneo,3
Japan,Aizuwakamatsu,1448032,Nakamachi Fuji Grand Hotel,2
Spain,Calvia,5568885,Refugi,5
France,Cannes,5333960,Luxury Apartment Cannes Lyclama,5
United Kingdom,North Berwick,5977642,An Sulaire,5
New Zealand,Wellington,1230963,Mercure Wellington Abel Tasman,3
Spain,Lloret de Mar,5947674,Lloret De Mar Villa Pool Wifi,5
India,Hinjawadi,5142644,SilverKey Executive stays 20037 Hinjawadi,2
United States,Baton Rouge    Louisiana,1069570,Nottoway Plantation Resort,4
Germany,Zorge,1300684,Landhotel Kunzental,3
Mexico,Pachuca de Soto,1657480,Hotel Paraiso Real,3
United Kingdom,Newick,5658087,Silvergrove,5
Spain,Guissona,1415131,Hotel Cal Piteu,3
Philippines,Palawan,1486984,Coral Bay Beach and Dive Resort,3
Germany,Bremerhaven,1154797,City Hotel Bremerhaven,3
Italy,Torri del Benaco,5608292,Torri Del Benaco Villa Pool Air Con Wifi,5
Australia,Hervey Bay    Queensland,1475177,Shelly Beach Motel,3
France,Caen,1826366,Les Temporis de Caen,5
Russia,Samara,1554904,Nice Hostel,2
United States,Pismo Beach    California,5755684,Main Street Apartment #195,5
Italy,Modena,1354400,Locanda Del Feudo,4
United States,Phoenix    Arizona,1339186,Scottsdale Marriott Suites Old Town,3
Sweden,Uddeholm,1943673,Hotell Monica,5
Italy,Golfo Aranci,5328663,Casa Mirella,5
Colombia,Medellin,5612535,Cabanas El Retorno,5
India,Kerala,1132139,Paramount Tower,3
Brazil,Gramado,6088568,Apartamento Serra Gramado,5
Germany,Zingst,5588037,Les Belles FW Romantique Whg. 5 #21918,5
Canada,Bancroft    Ontario,1548338,Teddy Bear Bed & Breakfast,2
United States,Mount Vernon    Washington,5576364,Fidalgo Island Waterfront Stunner,5
Belgium,Bouillon,1346609,Hotel Relais Godefroy,3
Indonesia,Karangasem,1024317,Bed & Breakfast Aquaterrace,3
United States,Fort Myers    Florida,5254663,2822 Se 6th Ave Home,5
Spain,Torremolinos,1131229,EL Velero,1
South Africa,Marloth Park,1643950,Tusk Bush Lodge,4
France,Bordeaux,5312621,Apparts En Ville Place De La Bourse,5
Argentina,Ushuaia,5608769,Matices Del Fin Del Mundo,5
Spain,Santa Pola,6000959,Apartamento CasaTuris en Santa Pola SP102,5
Spain,Cambrils de Mar,1391567,Marinada Cambrils,2
China,Mohe,1454099,Golden Horse Hotel - Mohe,4
Israel,Tel Aviv,5727894,Habima Square Apartment,5
Spain,Los Llanos de Aridane,5631762,Las Mecedoras en Puerto Naos,2
Malta,Qala,6094748,Villa dei Venti,3
United States,Winchester    Virginia,1202812,Hotel Strasburg,3
Zambia,Lusaka,5517950,Summer Pines,3
Denmark,Svaneke,5867235,Holiday home Svaneke V,5
Russian Federation,Sergiev Posad,1579855,Russkiy Dvorik Boutique Hotel,4
Germany,Langelsheim,5704790,Casa Carlotta,5
Portugal,Quinta do Lago,5538963,Villa Formosa Quinta Do Lago Casa Golf,4
Brazil,Porto Alegre,1058734,Radisson Porto Alegre,4
Brazil,Rondonópolis,1554358,Serras Hotel,5
Italy,Treviso,1022772,Il Rifugio del Poeta,5
Spain,San Carlos de la Rapida,5716585,Maset,5
Netherlands,Kamperland,6100142,Unique Villa With Magnificent Views Across Veerse Meer Lake,4
Peru,Cuzco,1238099,Centenario Inn,3
Spain,Huelva,1659267,Casa Rural Doñana 51,5
India,Kochi,1414762,North Centre,2
Indonesia,Amed,1876798,Sukun Babonsay Villas,5
United States,New York    New York,1507832,The Beekman A Thompson Hotel,5
Italy,Isola Capo Rizzuto,1048734,Casa per Ferie Antonio Rosmini,3
Denmark,Svendborg,1783360,BnB Thuroe,5
Japan,Yonezawa,1596669,Onogawa Onsen Asahiya,3
Germany,Wenningstedt,5618733,Landhaus _berthin_bleeg_ App_ 3 Ne,5
Thailand,Chumphon,1410754,Chumphon Palace Hotel,3
Bulgaria,Ognyanovo,1524192,Villa Fantasia Ognyanovo,3
Botswana,Botswana,1546115,Galleria Hotel,3
India,Mangalore    Karnataka,1317627,Goldfinch Hotel,3
Russia,Listvyanka,1000980,Zagorodny Hotel Baykal,3
Philippines,Bohol,5000767,Best Western The Ivywall Resort-Panglao,4
United Kingdom,Cornwall,1420850,Eliot House Hotel Liskeard,3
Spain,Nijar,1313233,San Jose Hotel,2
Thailand,Koh Samui,1023252,City Dance Hotel,2
Netherlands,Zeddam,1300121,Havezathe Carpe Diem,3
United States,Destin    Florida,6105139,Sterling Breeze Private Beach Access,3
Brazil,Imbituba,5627775,Bossa Nova,5
United States,Seattle    Washington,1030378,Crown Inn,2
France,Saint-Cyr-sur-Mer,1535481,Mas de la Madrague,5
United States,Branson    Missouri,5505531,Silver Dollar #1067744 Condo,5
Sri Lanka,Kandy,1487150,Mountain View Holiday Home,1
New Zealand,Reefton,1778669,Reef Cottage Bed & Breakfast And Cafe,4
India,Varkala    Kerala,1891304,Savithri Inn Bamboo Cottage,2
China,Suqian,5708316,Greentree Inn Suqian First People Hospital Express Hotel,3
Italy,Castelvetro Piacentino,1642320,Dimora della Gran Farnia,5
Slovakia,Bardejov,5299580,Villa Zora,5
Portugal,Vila Nova de Milfontes,1179991,Monte do Zambujeiro,3
India,Candolim,1662953,Silver Sands Serenity,3
Russia,Izhevsk,1410546,Barkhat,5
Spain,Las Palmas,1361396,Porlamar,2
Spain,Font de Sa Cala,5644080,Bluemarine,5
St Lucia,St. Lucia,1819134,La Clery B&B Apartments,5
Netherlands,Den Bosch,1554339,Kloosterhotel de Soete Moeder,3
Spain,Lajares,5587022,Casa Indira,5
Austria,Bramberg am Wildkogel,5438733,Chalet Habachtal By Alpen Apartments,5
Brazil,Bonito,6130845,Guest Charm Hotel,3
Australia,Melbourne    Victoria,5152114,King Deluxe Apartments,3
Mexico,Tuxpan,1754995,Hotel San Antonio,5
Australia,Magnetic Island    Queensland,5149839,Canopy Chalet 10,3
Greece,Barbati,1182164,Giannis Servos Studios Apartments,3
Switzerland,Leukerbad,6068799,Aramis 1,5
Austria,Mauterndorf,1564323,Hotel Haus Lungau,3
Germany,Ahrenshoop,1296252,Romantik Hotel Namenlos,4
France,Flagey-Echézeaux,1924327,Chambres d'hôtes Les Agnates,5
Portugal,Calheta,1660282,Casal São João Cottages,3
United Kingdom,Gunnislake,5477404,Valley Lodge,3
Malaysia,Kuala Lumpur,5469662,Firina Home,3
Australia,Cessnock    New South Wales,1019752,Australia,3
Canada,St. Sauveur des Monts    Quebec,1375748,Domaine Nymark,4
United Kingdom,Pwllheli,5592844,Bwythyn Tyddyn Sachau,5
Italy,Macerata,1789129,Lieti Colli Bed & Breakfast,5
France,Cambrai,1354791,Premiere Classe Cambrai Proville,1
Austria,Kappl,1522962,Alp Chalet Appartement,5
Spain,Alcudia,6163730,Villa - 3 Bedrooms with Pool - 103244,3
Japan,Nagasaki,1236389,Jal City Nagasaki Hotel,3
India,Dehradun    Uttarakhand,5148620,Kamakshi Grand By Royal Collection,3
Tunisia,Houmt Souk,1359105,Hôtel Les Palmes d'Or,3
United States,Washington    Utah,1668792,Road Runner Retreat,4
Spain,Lekunberri,1595198,Hostal Ayestaran I,1
Australia,Pomonal,1476709,Blaze Rock Retreat,4
United Kingdom,York,1307892,Middletons,4
Colombia,Villa de Leiva,1073158,Hotel Casa de los Fundadores,3
United Kingdom,Durham,5194776,Belgrave House,5
Israel,Tel Aviv,1154587,Center Chic an Atlas Boutique Hotel,3
France,St. Georges de Didonne,5170430,Apartment With in Saint georges de didonne With Furnished,5
United Kingdom,Glastonbury,5977876,Rie's Retreat,5
Italy,Milan,1313735,Hotel Rallye,2
Spain,Sopelana,5332105,Casa Rural Zearreta Barri,3
Mexico,Tepoztlán,1489881,Tesoro 22,3
Italy,Praiano,1217545,Tramonto d'Oro,4
India,Candolim,1041912,Lui Beach Resort,2
Kenya,Nakuru,1483384,Oasis Eco Camp,3
South Africa,Somerset West,5319232,Explorer Guesthouse,5
Denmark,Aalborg,1164736,Casa Corner Bed & Breakfast,5
Netherlands,Amsterdam,5784119,Rafael Double room in Amsterdam.,5
Cyprus,Larnaca,5215032,Les Palmiers House,5
Mexico,Puebla,1246829,Hotel Aristos Aeropuerto Puebla,3
Vietnam,Mai Chau,1438782,Ngoc Bach Hotel,2
Italy,Cellino San Marco,1109537,Tenute Al Bano,4
Slovakia,Komarno,1900964,Lehar Panzio,5
Brazil,Porto Real,1879499,Pousada Veneza Porto Real,5
Greece,Tsilivi,1516306,Ariadne Hotel,5
Chile,Caldera,5650357,Cabanas Playa Brava,5
India,Noida    UTTAR PRADESH,1133296,Silver Leaf,3
Sri Lanka,Hikkaduwa,1667178,Rakuen Beach Villa,3
Russian Federation,Vityazevo,1423911,Hotel Sunrise,5
Thailand,Samut Songkhram,1687236,Baan Benjathip,2
Spain,Sitges,1554078,The Moonlight Sea View,3
Spain,Puente Viesgo,5684583,La Casa De Hijas,5
Germany,Geschwenda,5461424,Holiday Home Inge 06,3
United States,Lathrop    California,5006028,Tru by Hilton Lathrop,2
United Kingdom,Dorchester,1614670,The New Inn,3
United States,Westbury    New York,1206976,Viana Hotel & Spa BW Premier Collection,4
United Kingdom,Yarmouth,6033958,Cape A10,5
New Zealand,Christchurch,1137467,Poplars Apartment,4
China,Tianjin,1438096,Nostalgia Hotel Tianjin GuoZhan Center,3
Indonesia,Bukittinggi,5402828,Taratak Homestay,5
Germany,Fischen,1017928,Gästehaus Wiesenhof,5
Italy,Livigno,1213502,Appartamenti La Fonte,5
Spain,Cabanas,1401982,Hotel Iberia,3
United Kingdom,London,5513352,Veeve Kew Grass House,3
India,Raipur    Chhattisgarh,6104255,SPOT ON 37254 Hotel Krishna,3
Ecuador,Esmeraldas,1741421,MARACUMBO Camping y Cabanas,5
Indonesia,Bali,1415839,Cityzen Renon,2
France,Le Grand-Bornand,5364538,Florimontagne 14 ARAVIS Holidays,5
Spain,Los Llanos de Aridane,1582516,Bungalows Morani,3
Taiwan,Tainan,1664461,The Watt Hostel,2
United States,Springfield    Ohio,1263563,Knights Inn Springfield,3
Portugal,Ponte de Lima,1601493,Solar das Arcadas,3
Taiwan,Taipei,1461372,Huashe Hotel,3
Japan,Miyako Jima Island,1713945,Villa Elilai Miyakojima,2
United States,Bend    Oregon,5460833,Eagle Crest Juniper Forest Retreat,5
Colombia,Neiva,1688718,Apartamento Morada Del Viento,2
United States,Gulfport    Mississippi,5257260,Legacy I 503 Deluxe Apartment,3
United States,Lenox    Tennessee,1264050,Hope Inn,5
Brazil,Ubatuba,1431707,Hotel Porto do Eixo,3
United States,Kihei    Hawaii,5226407,Kauhale Makai 114 2 Br Condo,3
Mexico,Puebla,1870618,Hotel Boutique La Albertina,5
South Africa,Graskop,1605425,Log Cabin Village,3
Australia,Darwin    Northern Territory,1180701,Youth Shack Backpackers,2
United Kingdom,Carmarthen,5218910,Meadow View Laugharne,4
China,Jinzhong,1675266,Pingyao Bravo Youth Hostel,2
Taiwan,Ji'an,1557142,7MH,3
Germany,Berchtesgaden,1111862,Haus Kilian Wenig,5
Austria,Ehrwald,6126040,Cosy Apartment in Ehrwald With Garden,3
Denmark,Copenhagen,1164758,Hotel Windsor,2
Thailand,Pattaya,1545094,Phu View Talay Resort,3
Israel,Eilat,5714014,Pura Vida Eilat,5
Italy,Como,1216941,Agriturismo Al Marnich,2
Greece,Skopelos,1287181,Rigas Hotel,3
Italy,Livorno,5779570,Agriturismo Dallolivo,5
India,Dehradun    Uttarakhand,1138583,Hotel Jain Regency,3
Italy,Civitavecchia,1355312,Tolfa Hotel,3
France,Porto,1393681,Le Méditerranée,3
